1100	-3.50414e-16
700	1.74902e-07
400	4.66493e-08
400	3.05859e-08
400	1.28449e-06
500	2.73804e-05
600	0.000157136
500	0.000506763
700	0.000523012
600	0.000544672
400	0.000634474
700	0.00063467
700	0.000722518
500	0.00128788
500	0.0021148
700	0.0026692
800	0.00303442
800	0.00320297
900	0.00295937
600	0.00314456
600	0.00344521
700	0.00398178
900	0.00368526
600	0.00402224
1000	0.00398525
700	0.00478123
800	0.00575918
1000	0.00588484
800	0.00705184
1000	0.00675414
800	0.007153
1100	0.00697436
1000	0.00654224
1100	0.00645696
800	0.00745284
800	0.00652684
700	0.00696911
700	0.00724714
1000	0.0069267
600	0.0068079
500	0.00773323
1000	0.00783816
700	0.00682386
600	0.00818853
700	0.00844503
1100	0.00838634
1100	0.00826045
1200	0.00780018
600	0.00848291
900	0.0085189
700	0.00897721
700	0.00836352
700	0.00791218
800	0.00812013
800	0.00863341
700	0.00785337
1000	0.00773272
700	0.007309
900	0.0071795
800	0.00813097
600	0.00762416
900	0.00725375
900	0.00691197
900	0.00646338
700	0.00732604
900	0.00688537
900	0.00672359
800	0.00652545
700	0.00684587
1000	0.00710313
800	0.00746275
800	0.00722027
1100	0.00731128
1100	0.00742996
900	0.00702614
900	0.00707039
900	0.00745277
900	0.00767062
800	0.0082304
900	0.00852992
800	0.00890509
800	0.00912943
1100	0.0090882
900	0.00973986
800	0.00925797
900	0.00908979
1100	0.00903549
1000	0.00869501
800	0.00928935
1000	0.00917514
1000	0.00909458
900	0.00918956
900	0.00988198
1100	0.00968801
1000	0.0103625
1000	0.0104845
900	0.0105913
800	0.0114128
900	0.0115391
1000	0.0121055
1000	0.0121904
1100	0.0121222
800	0.0114962
1100	0.0113226
900	0.0108491
900	0.0110887
1000	0.01077
900	0.0109858
800	0.0113957
1100	0.011931
1100	0.0124809
800	0.0122549
800	0.0117096
600	0.0113069
1100	0.0113612
800	0.0110689
1200	0.0109144
900	0.01109
700	0.01086
900	0.0105952
1200	0.0114793
1000	0.0115515
900	0.0113686
800	0.0118266
800	0.0116525
1000	0.0115968
1200	0.0112289
1600	0.0113553
1100	0.0117715
800	0.0121246
900	0.0117221
800	0.0120708
900	0.0122218
1200	0.0121077
1300	0.0121582
1300	0.0117832
1000	0.0116237
800	0.0117355
1100	0.0118552
1100	0.0116129
1100	0.0118387
900	0.0119486
1100	0.0119628
1100	0.0117236
1100	0.0113902
1200	0.0114007
1100	0.0114263
1400	0.0116392
900	0.0114724
900	0.0116311
1800	0.0119504
1100	0.0120623
900	0.0118492
1200	0.0126179
900	0.0127752
1100	0.012701
1200	0.0136148
1200	0.0139855
1000	0.0141739
900	0.0148557
1200	0.0144908
1200	0.0142411
1300	0.01466
1000	0.0151548
1100	0.0147381
900	0.014511
3300	0.0141557
1200	0.0141925
1100	0.0142149
700	0.0139471
1300	0.0140062
900	0.0136836
1000	0.0139183
1100	0.0138802
800	0.0146602
1100	0.014621
1500	0.0148432
1100	0.0148518
900	0.0153664
1000	0.0155527
1100	0.0157254
1600	0.0153762
1200	0.01504
1000	0.0155708
800	0.0153933
600	0.0152408
1400	0.0149727
1300	0.0152902
900	0.0151376
1400	0.0153328
1200	0.0153121
1300	0.0151882
1000	0.0150546
900	0.0149274
1100	0.0146714
1200	0.0146637
900	0.0145277
900	0.0146895
1000	0.0144601
1200	0.014406
1100	0.0144797
1000	0.0148705
900	0.0146743
1400	0.0146929
900	0.0145339
800	0.0143904
900	0.0145283
1400	0.0143323
1000	0.0142314
1400	0.0144237
1200	0.0144956
1500	0.0145423
700	0.0144704
1000	0.0147212
1000	0.0148324
800	0.0148901
1400	0.0149293
1000	0.0151012
1100	0.0150747
1200	0.0150782
800	0.0150695
1100	0.0151807
1000	0.0150918
1000	0.0153662
1000	0.0159835
1000	0.0158755
1300	0.0158721
1200	0.0160381
1000	0.0159734
1200	0.0160452
1400	0.0158553
1100	0.0160459
900	0.016371
1500	0.0163763
1200	0.0162402
1400	0.016128
800	0.0160412
1400	0.0162329
1100	0.0163615
1100	0.0162069
1700	0.0162491
1300	0.0167766
2200	0.016602
1300	0.0164813
1400	0.016492
1200	0.0163109
1000	0.016221
1500	0.0162524
900	0.016517
1300	0.0166152
1300	0.0165472
1400	0.016464
1600	0.0168513
1700	0.0170962
1600	0.0170607
1400	0.0170151
1300	0.0171037
1500	0.0171825
2500	0.0171084
1000	0.0169763
1200	0.0169
1000	0.0167992
1200	0.0173878
1000	0.0172708
1000	0.0171447
1100	0.0174309
1700	0.017355
1000	0.0172643
1500	0.0174082
1400	0.0172966
1300	0.017327
2300	0.0174774
1400	0.0174336
2400	0.0174929
1500	0.0175491
1700	0.017578
1400	0.0174584
1300	0.0173897
1300	0.0174367
1600	0.0177376
1300	0.0177565
1500	0.0179159
1300	0.0179394
1000	0.0180283
1400	0.0180385
1500	0.0182239
900	0.0183115
1500	0.0181842
1200	0.0180596
1300	0.0180566
1300	0.0183858
1300	0.0183954
1100	0.0182649
1500	0.0181568
1700	0.0181306
1700	0.0181251
1400	0.0181088
1200	0.0181451
1000	0.0180437
1500	0.0185362
1000	0.0184623
1300	0.0184544
1000	0.0185041
1200	0.0184341
1000	0.0183844
1200	0.0185249
1300	0.0185537
1200	0.0185808
1100	0.0185171
1500	0.0185736
1200	0.0187256
1200	0.0186693
1200	0.0186051
1100	0.0185817
1500	0.0184973
1900	0.0184646
1600	0.018427
1100	0.0184861
1100	0.0186791
800	0.0188473
1300	0.0187721
1100	0.0188495
1100	0.01895
1300	0.0189358
